file_id,filename,file_size_kb,file_size_mb,slide_count,word_count,avg_words_per_slide,file_extension
1,25OOF5WZSJ4M6JG3BPYDO56GYBR65WET.ppt,264.0,0.26,8,160,20.0,.ppt
2,25ULXWYQWGS6YUMPQVIXWIH6M6KR4KVH.ppt,1100.0,1.07,9,585,65.0,.ppt
3,2BAXW45Y275TQX4RSSQ7E2GPM6QNJQSL.ppt,87.0,0.08,2,40,20.0,.ppt
4,2C45NWO7FMTDRTBBR6FA442OZKSCLGZZ.ppt,82.0,0.08,2,40,20.0,.ppt
5,2KIPLZ3S2E67IXIAOCHCRCXKOF2JWAGN.ppt,34147.34375,33.35,170,15300,90.0,.ppt
6,2KX5TCHOALSE53JKUOQYXIT6HEP4ZVXS.ppt,1118.0009765625,1.09,9,585,65.0,.ppt
7,2L5JFJNVCBULD4V5UFNMPUKWM3BYSSYC.ppt,729.5,0.71,9,405,45.0,.ppt
8,2NYYOQN3UKYWMKXDAMTWP4ZNMGBBTLCA.ppt,229.0,0.22,7,140,20.0,.ppt
9,2OQH2WVZYVMWHBOMN2VC26AYAGQD5QVN.ppt,2537.5,2.48,21,1365,65.0,.ppt
10,2PHUFFLNB6NVJXNP7AOT4UUAXQN6LDFP.ppt,4498.0,4.39,22,1980,90.0,.ppt
11,2Q6UFCQZ4RM3AWZ7DUIXQQEOSUPCXYOH.ppt,986.0,0.96,8,520,65.0,.ppt
12,2QFYONKPG3566U3YFPHXY6T7JLCK6VE4.ppt,1104.5,1.08,9,585,65.0,.ppt
13,2SUDV5APSI32EU5XVPLVQ6RLHMFDAYWY.ppt,372.5,0.36,4,180,45.0,.ppt
14,2UZWOMCY3DPW5PH3VMX7OAAG7V4HEYH3.ppt,431.0,0.42,5,225,45.0,.ppt
15,2VG54YF5YAV44ZTZRE77NUNF3Z42EOMT.ppt,29259.0,28.57,146,13140,90.0,.ppt
16,2W4FR5QCNIDWDPDHSOPQRQFPNBUSU5HJ.ppt,1933.5,1.89,16,1040,65.0,.ppt
17,2WQIM42NL52W7P6HYUBFYZZRUM7V6RAL.ppt,1214.0,1.19,10,650,65.0,.ppt
18,2ZSMV7KZIVJZ2FR7WZFLPUN54ZIAJY2P.ppt,249.5,0.24,8,160,20.0,.ppt
19,32SRAKXYHUECCJ53WTCS2KEOVQB3ATZY.ppt,1359.0,1.33,11,715,65.0,.ppt
20,344OQNBRKQTM4BX3U3ZJ3AYRZQL7FZRG.ppt,621.0,0.61,7,315,45.0,.ppt
21,3AEL7UUQTMHI65PZHCFJ5BGMRO43JBLE.ppt,9929.0,9.7,49,4410,90.0,.ppt
22,3C5JMYXUHB76NM3MIGF3BFA7SSOLIJ4A.ppt,669.5,0.65,8,360,45.0,.ppt
23,3EJF7F35J377CRUC6A2ZFPX3YTJJ6GC6.ppt,1245.5,1.22,10,650,65.0,.ppt
24,3F2AIMI3HJTKQCKUQTIVLB34ARNKQFOA.ppt,2236.5,2.18,18,1170,65.0,.ppt
25,3HVZE4VXUHEO2C7F5OPLHN33QLDIO7QS.ppt,1421.0,1.39,11,715,65.0,.ppt
26,3JVULO6MYGGHOV3UKF42BCQVPFWMIT64.ppt,30.453125,0.03,1,20,20.0,.ppt
27,3KXSMTT4I7UGB6WGMCDSKKAJBJ456GMG.ppt,1497.5,1.46,12,780,65.0,.ppt
28,3M2KW33YIQ4LEWDMYNVH7AK7DFEZGHS3.ppt,209.0,0.2,6,120,20.0,.ppt
29,3MWU67M6BPTZ2F32HYFQBD7G7MSZRTYV.ppt,2510.5,2.45,20,1300,65.0,.ppt
30,3OBXSIPZFNVDADGVW2453TTKZAYG4OMO.ppt,92.0,0.09,3,60,20.0,.ppt
31,3PE7HQBHFD6TZGH2PT7DFMFK2Y6V6RQX.ppt,2520.0,2.46,21,1365,65.0,.ppt
32,3PEGTSI2UGETCOSEHXL43IWGVYLOUADT.ppt,2050.5,2.0,17,1105,65.0,.ppt
33,3PLFFF4TEUIZK4JDFO5LLLJPNG2U2BXV.ppt,3241.5,3.17,16,1440,90.0,.ppt
34,3RT2AN7CSU5PY3DET5V4WZ6HW3AZFJLP.ppt,912.5,0.89,11,495,45.0,.ppt
35,3T6UUEBA6OW54NRDU67N4542DS4C4HGN.ppt,750.5,0.73,9,405,45.0,.ppt
36,3ZJ4KJ22WWCN5MCU5QZ2MAZ23JUAMDRI.ppt,3813.0,3.72,19,1710,90.0,.ppt
37,42NBH45R52NJJV56WPDTLI4PIO2DEAWW.ppt,63445.0,61.96,317,28530,90.0,.ppt
38,42WT5TIGX3LW2L5AJCKO4SOSGJ6TITUW.ppt,106.5,0.1,3,60,20.0,.ppt
39,42XLCUP4M53EYZADMN2WV5JJYR76QO7Y.ppt,236.5,0.23,7,140,20.0,.ppt
40,43CRUSP56UOSVWGPVHCU47N4P5UGNBYJ.ppt,3494.0,3.41,17,1530,90.0,.ppt
41,43U2MQ2GGDNTWBO2ICP5VDX55AO7F2ZR.ppt,9873.5,9.64,49,4410,90.0,.ppt
42,456U5RSC65JCABWK55TRDSJ5XYMOZFKV.ppt,1548.0,1.51,12,780,65.0,.ppt
43,473JCUE2QVRGWZD7XYQ4SILL737NEE3F.ppt,1023.8046875,1.0,8,520,65.0,.ppt
44,4AIG4FHCDFPDURSDYM5O6KT2H7HOHK5R.ppt,149.5,0.15,4,80,20.0,.ppt
45,4E2HYCCGDHOXFM55X7APRPSUXFCMZB5G.ppt,104.0,0.1,3,60,20.0,.ppt
46,4EODO2APM6VFJEYBRVTKEJY4C6TFTJRS.ppt,999.0,0.98,8,520,65.0,.ppt
47,4EQODOZZFZLQPS2RN5L5C3PD64MCKIN7.ppt,224.0,0.22,7,140,20.0,.ppt
48,4EQRZF27VFZGN5EKCMX2EIAHGMIBHTVQ.ppt,42.5,0.04,1,20,20.0,.ppt
49,4HJQPYAPZ22JJHAGLNJ2FI6SL2QP23RC.ppt,6167.5,6.02,30,2700,90.0,.ppt
50,4KBKISVRMD4G5WHGH2J7D3OIOK7XEDAO.ppt,536.5,0.52,6,270,45.0,.ppt
51,4P3ZPMFJJEPE2ZS7ZEOBBZEOKMIKC3Q6.ppt,504.5,0.49,6,270,45.0,.ppt
52,4P57GCH3CYTSCEKJA6RPS2TW4ZRURDZR.ppt,2310.5,2.26,19,1235,65.0,.ppt
53,4Q73BQR7XF7TPZ3DTAIEIQ7KVBEEZVID.ppt,790.0,0.77,9,405,45.0,.ppt
54,4QON2BH6OPUAYNNZYEHQ23VVXSGZWACM.ppt,294.5,0.29,9,180,20.0,.ppt
55,4REW6FB5FVTRGDJPMDBD7KD36DF33R4Y.ppt,383.5,0.37,4,180,45.0,.ppt
56,4RPMNGVQLYY46VJE4FFC3FEXHI3SZVFK.ppt,137.5,0.13,4,80,20.0,.ppt
57,4U67PWXKTRZKXJZM6B5LXIPSYC5B5I4F.ppt,7848.5,7.66,39,3510,90.0,.ppt
58,4ULDVNES2HW26FQOAJHDICFVL7Q7D37W.ppt,3554.5,3.47,17,1530,90.0,.ppt
59,4VINXASKDCRQJ52COVTHLHCL26FEI6C3.ppt,12515.0,12.22,62,5580,90.0,.ppt
60,4WVHPXMRD7MFHI4YRSVK4FCYE42YG4M6.ppt,53.0,0.05,1,20,20.0,.ppt
61,4Y6Z6KRRHS3TIVQ2ZJVYVW7RSGXOBS6Y.ppt,134.0,0.13,4,80,20.0,.ppt
62,55CKX3IWINMWWQZE6KXLOKXFJ3RHXQD2.ppt,34.5,0.03,1,20,20.0,.ppt
63,55ME7SJGQVVQM23PK6W5PFKFXL7MRQW4.ppt,12643.0,12.35,63,5670,90.0,.ppt
64,5A2LG2JJBJLTXHXVFUK7RYLFU3L45QMJ.ppt,355.0,0.35,4,180,45.0,.ppt
65,5AGBLPKWBUWAYJNY6XM264P7D6IHHUPA.pps,1099.5,1.07,9,585,65.0,.pps
66,5GLBKNRC3EXYC6UNLASJOTJJ7XBA7MA6.ppt,3149.0,3.08,15,1350,90.0,.ppt
67,5HJPOQYQI763CCVXMEE6KZC6RUU3XZBI.ppt,1328.5,1.3,11,715,65.0,.ppt
68,5I2LMQQXQEHYLWJ7ZB2KWXPNJCJDKG36.ppt,269.0,0.26,8,160,20.0,.ppt
69,5JLLFNXK5IQWIT6ERGNU6BHUFSEIKIYS.ppt,185.0,0.18,6,120,20.0,.ppt
70,5M64YE6TMJKGT7PXYSE4E7CBW5KY4NPF.ppt,1002.5,0.98,8,520,65.0,.ppt
71,5NIKVLXW3ZPAXXDY4BOFRNY4PFBD2Y22.ppt,467.0,0.46,5,225,45.0,.ppt
72,5NMY6DTLBQ5NOPFQLQSDN6OBMK7MCG6J.ppt,4387.0,4.28,21,1890,90.0,.ppt
73,5O4KPJUNZG3GGCMNE75N5IW45SSUGKQM.ppt,998.5,0.98,8,520,65.0,.ppt
74,5POKAMGWRY4QGTOKVSIN62OQNIG6LTBR.ppt,1168.5,1.14,9,585,65.0,.ppt
75,5Q3FRZAGPX5VA6LPITSCLV3TIPVS735G.ppt,550.0,0.54,6,270,45.0,.ppt
76,5R5NYRCDWZ5EU7HLH4JMM7OZQZA5EHRZ.ppt,3724.5,3.64,18,1620,90.0,.ppt
77,5YFHSXCMFPWVWXPE5LWV2UVFE6T5VUPO.ppt,493.0,0.48,6,270,45.0,.ppt
78,63JEW5OSOYLAIDBBJF43LZBPOTMB3O2R.ppt,1646.0,1.61,13,845,65.0,.ppt
79,64XJMNZ3WSLR7ABU5UGZMVPROZIJVJNG.ppt,68.0,0.07,2,40,20.0,.ppt
80,66YGK4HJRS2V4IXEFIZKCY2XR5XLPWDR.ppt,121.0,0.12,4,80,20.0,.ppt
81,6AB4PC5ACO4DVBLWY4V4FO3N5GQMFYF4.ppt,220.5,0.22,7,140,20.0,.ppt
82,6CWEJFM5BP26QYBJSVMNVQOJM2DS3OT4.ppt,500.5,0.49,6,270,45.0,.ppt
83,6DLOQ45RW3VN6P4X5D3VBVE6M4BLCWPH.ppt,1164.5,1.14,9,585,65.0,.ppt
84,6EH6G47DP2THE43XOO2QRUED7LA7A7LW.ppt,2003.0,1.96,16,1040,65.0,.ppt
85,6EOW2GL2AIAIKP6CVBFIR6ORGOWE7XTO.ppt,136.0,0.13,4,80,20.0,.ppt
86,6GVZ7MYZSEBG435OME7OHGQIFLFTB4D3.ppt,207.5,0.2,6,120,20.0,.ppt
87,6H2XFIS6EF3T5B7ROT6LFF6WO5YXJ6DT.ppt,14068.5,13.74,70,6300,90.0,.ppt
88,6J5XFVZHWAXOW54YPKO4GUA6KMMEUYJ2.ppt,16706.0,16.31,83,7470,90.0,.ppt
89,6KSN4AJ5F6GVBYLOYV3SRDZVJ5HECTFO.ppt,1949.5,1.9,16,1040,65.0,.ppt
90,6MGDAP5G3DOTKBA2COWPTT5RET2SMJKA.ppt,401.5,0.39,5,225,45.0,.ppt
91,6NIAY2OFHWO3UMYOCUP2VLIKKFY47CVD.ppt,411.5,0.4,5,225,45.0,.ppt
92,6NSLWMDVKDHNYPSG7L4ILYDE6ACJJM5E.pot,593.5,0.58,7,315,45.0,.pot
93,6QSZNVDNFUN6B35LYULFMC24NLU45L6D.ppt,265.0,0.26,8,160,20.0,.ppt
94,6RHISUOBBE5R2ZA6MT4EWD6MJN3MVIC3.ppt,680.0,0.66,8,360,45.0,.ppt
95,6RTANRL5VHCJZZUF2PQ3ZUIF7DKKD2TN.ppt,11647.0,11.37,58,5220,90.0,.ppt
96,6RZIABYYUSNAYUS75YBFQVJIH5SHCTFJ.ppt,1640.0,1.6,13,845,65.0,.ppt
97,6T3VALRSZ2A2ACWDD4ZTHBCV75ENT4AY.ppt,1373.9541015625,1.34,11,715,65.0,.ppt
98,6WBMK5DQ5PVDIRX7U326FAKMGQKF7F6C.ppt,8362.0,8.17,41,3690,90.0,.ppt
99,6YU3KKBRVVRZBI2FUWRUVIMICMR7SCMZ.ppt,139.0,0.14,4,80,20.0,.ppt
100,6ZFCTZF5ZDOMM5KBD2X4PXU5WPG7EY6P.ppt,1626.0,1.59,13,845,65.0,.ppt
101,73VG2IV4TY7WF3FXTOHTUPMRQ2AE625U.ppt,6216.5,6.07,31,2790,90.0,.ppt
102,73WQEI4GN5DM2RY2XM5CGAAPJH54MM5X.ppt,304.5,0.3,3,135,45.0,.ppt
103,74R3BZJYK5WR6JAHQ5LF3CTTNMTPSCJV.ppt,205.0,0.2,6,120,20.0,.ppt
104,76QKCT6GH3DG57GVF7UM4VA6S3XPIJQK.ppt,4242.5,4.14,21,1890,90.0,.ppt
105,7AMOJEMPU6SSMBSDDXEWBRNPCGIGGNWB.ppt,7938.5,7.75,39,3510,90.0,.ppt
106,7E27H54EOCGXA5PGFCOB3HWJTKQRRQ2K.ppt,356.18359375,0.35,4,180,45.0,.ppt
107,7ECNQNAGJJXYYTP7NJJZXFBPFEYRSNIZ.ppt,413.5,0.4,5,225,45.0,.ppt
108,7EXJU7B5RZBYIUCFPN2GU7C56DW6PYXB.ppt,481.0,0.47,6,270,45.0,.ppt
109,7EZSHVTKZE2FXP5SXI6DO2RJPIDLMXOP.ppt,1543.0,1.51,12,780,65.0,.ppt
110,7GPC5WEYR6UGXFCD2MXNV2K2BUWSI3DI.ppt,1743.0,1.7,14,910,65.0,.ppt
111,7HWGVWCIQ76XNUM4ZKSALENWZSZY4WH7.ppt,115.5,0.11,3,60,20.0,.ppt
112,7JHHGR5WZPJ62PUTTYBDE7SOVMXG77LV.ppt,506.5,0.49,6,270,45.0,.ppt
113,7K2DTWHLJNMOZFDX7WCTKB6H7S2GFT4A.ppt,103.5,0.1,3,60,20.0,.ppt
114,7NNWWAFNFVQUVTKVBZHRJ2RVADXNTN6R.ppt,85.5,0.08,2,40,20.0,.ppt
115,7OT4J6PLM4EDV3FSRJEUUDYGZHW4NXOG.ppt,3.3173828125,0.0,1,20,20.0,.ppt
116,7RJPFIQDBVIIAOTLFULOI5HOEF6UF5RC.ppt,167.0,0.16,5,100,20.0,.ppt
117,7TMXQE3Y4GL2UUMOCOURRUB2WICIUEBX.ppt,473.0,0.46,5,225,45.0,.ppt
118,7TO53Y4YVEG5DL4QZPY4SDK476PZUMR7.ppt,56.0,0.05,1,20,20.0,.ppt
119,7TZWV73FCJEBZUILSPFQ3PCLOSMKS2GQ.ppt,19467.0,19.01,97,8730,90.0,.ppt
120,7UE4VS2UFXWOJCQ7OFN6VU343N43SUF7.ppt,750.5,0.73,9,405,45.0,.ppt
121,7VB6PZAMIJXZMXXGFIB7SRTVXRTZJAZX.ppt,4412.5,4.31,22,1980,90.0,.ppt
122,7VO4DGQTFHOVZV3MOGRXPFZX3G65T5MK.ppt,33108.5,32.33,165,14850,90.0,.ppt
123,7WE4DNSUOWE4SZUH2BEIPEUVHQCVGTKG.ppt,87.0,0.08,2,40,20.0,.ppt
124,7ZAKTRMWTLNH6A3DXSLWBLLUSOPTEBSF.ppt,2136.0,2.09,17,1105,65.0,.ppt
125,7ZL2YDKQCHEPJMFTRMZRUECJIQEBO35C.ppt,3591.5,3.51,17,1530,90.0,.ppt
126,7ZW2X2KAL73ULKZYIVVYDPHLR6HTTGB7.ppt,28940.0,28.26,144,12960,90.0,.ppt
127,A357BCH74MSHQBTYEESR436SP3UV47LH.ppt,519.5,0.51,6,270,45.0,.ppt
128,A4LUGN3S6N4ODT753SVKANF77NBHMYHI.ppt,68.5,0.07,2,40,20.0,.ppt
129,A6ZZJIIBNZHV333BHVXAE5Z4KYBDQOGY.ppt,597.5,0.58,7,315,45.0,.ppt
